angles,magnitude,activity
2.4676,1.9744,0
0,0,0
8.66,9.86,0
5.7876,3.2004,0
0.73281,0.665507,0
0.823968,0.677544,0
0.00766836,0.0105809,0
0.383026,0.258156,0
-0.754165,-0.933464,0
0.145833,0.205729,0
3.58333,1.58333,0
0.112054,0.94639,0
3.04123,2.16623,0
0,0,0
8.79167,9.91667,0
7.90104,2.74306,0
0.824789,0.724003,0
0.9158,0.819333,0
0.00672743,0.00857205,0
0.436359,0.375001,0
-0.564378,-0.610712,0
0.217778,0.274074,0
2.33333,1.06667,0
0.245687,0.355087,0
3.06222,1.62025,0
0,0,0
8.86667,9.86667,0
5.70667,2.64889,0
0.725553,0.701277,0
0.771399,0.733077,0
0.0101648,0.00962469,0
0.263319,0.307415,0
-0.682054,-1.11471,0
0.153686,0.274469,0
2.69388,1.67347,0
0.405637,-0.868403,0
3.95294,1.77551,0
0,0,0
9.42857,9.79592,0
6.69388,2.20325,0
0.779131,0.667613,0
0.897071,0.738309,0
0.00632213,0.00904235,0
0.452156,0.36072,0
-0.459383,-0.73365,0
0.157635,0.197648,0
2.27536,1.36232,0
1.00792,0.785218,0
9.22459,5.95967,0
0,0,0
5.2029,6.92754,0
30.2407,17.2266,0
0.962839,0.791236,0
1.0543,0.85932,0
0.00854308,0.00751585,0
0.387435,0.394796,0
-0.589613,-0.574118,0
0.158038,0.190526,0
4.17323,1.50394,0
0.907632,0.79926,0
9.43995,5.94253,0
0,0,0
5.10236,7.06299,0
29.4559,17.0669,0
0.938589,0.79443,0
1.08332,0.870177,0
0.00682097,0.00740416,0
0.482786,0.405517,0
-0.509886,-0.510598,0
0.178253,0.251559,0
2.68702,0.290076,0
0.772413,0.972333,0
9.08368,5.69203,0
0,0,0
4.83969,7.08397,0
29.939,18.2296,0
0.893947,0.717278,0
0.980112,0.733122,0
0.00896551,0.012338,0
0.33402,0.171728,0
-0.697198,-0.791527,0
0.147211,0.181949,0
4.34307,1.21168,0
0.55046,0.925387,0
9.2648,5.40279,0
0,0,0
5.30657,7.31387,0
29.5981,17.354,0
0.960221,0.823989,0
1.09379,0.905285,0
0.00734567,0.00770697,0
0.464276,0.392479,0
-0.532172,-0.541241,0
0.577273,0.226736,0
0.0772727,0.954545,0
-0.421279,0.843027,0
1.22386,4.09857,0
0,0,0
12.3773,6.84545,0
0.7475,11.4034,0
0.357661,0.737521,0
0.367501,0.788178,0
0.0131527,0.0113184,0
0.118144,0.238314,0
-0.572577,-0.67585,0
0.556796,0.161785,0
0.162562,2.29557,0
-0.339178,0.381439,0
1.19496,4.0422,0
0,0,0
12.4187,6.9064,0
0.617778,9.41488,0
0.364208,0.839378,0
0.408516,0.976166,0
0.0117394,0.00680719,0
0.185509,0.467296,0
-0.463304,-0.354734,0
0.596443,0.176737,0
0.111111,1.94203,0
1.21009,0.449002,0
1.1839,4.06868,0
0,0,0
12.43,6.83092,0
0.699199,10.1405,0
0.334365,0.82037,0
0.368684,0.947305,0
0.0130033,0.00753572,0
0.136215,0.436874,0
-0.695269,-0.403902,0
0.557572,0.160911,0
0.137931,2.19704,0
2.49492,0.383891,0
1.17792,3.97435,0
0,0,0
12.4532,6.96552,0
0.681307,9.58009,0
0.361205,0.837749,0
0.390619,0.967718,0
0.0123309,0.00680415,0
0.163333,0.464692,0
-0.684116,-0.362631,0
0.433539,0.254808,0
0.147651,0.825503,0
-1.51602,0.976192,0
1.21873,3.82041,0
0,0,0
11.3154,6.61074,0
0.833386,10.4391,0
0.432992,0.720155,0
0.45809,0.748965,0
0.011448,0.0109399,0
0.181793,0.250221,0
-0.50788,-0.66927,0
0.397091,0.22372,0
0.218978,2.38686,0
-3.02741,0.40918,0
1.22292,3.74271,0
0,0,0
11.2993,6.64963,0
0.808248,7.62907,0
0.466686,0.722456,0
0.493911,0.851817,0
0.0100363,0.00701767,0
0.228261,0.48649,0
-0.485151,-0.409243,0
0.484518,0.254697,0
0.0758621,1.71724,0
0.0108826,0.389817,0
1.25798,3.79172,0
0,0,0
11.3172,6.53103,0
0.989013,8.58007,0
0.39592,0.684661,0
0.411537,0.804273,0
0.01319,0.00884549,0
0.116619,0.394834,0
-0.67792,-0.476643,0
0.39883,0.227038,0
0.169014,1.92254,0
1.15109,0.255393,0
1.27956,3.60087,0
0,0,0
11.2535,6.57042,0
0.935727,7.99152,0
0.466583,0.708195,0
0.516334,0.833753,0
0.0109918,0.00753426,0
0.1973,0.443914,0
-0.364597,-0.382404,0
0.834711,0.355372,0
0.363636,1.72727,0
-7272720000,-0.24742,0
1,2.60331,0
0,0,0
9.81818,9.18182,0
0.330579,6.87603,0
0.132293,0.486805,0
0.132293,0.562192,0
0.0127982,0.00737466,0
0.132293,0.373466,0
74100.2,-0.378475,0
0.847222,0.416667,0
0,0.25,0
0.999964,0.249997,0
1.30556,2.66667,0
0,0,0
9.66667,9.75,0
1.22222,5.85417,0
0.124563,0.46691,0
0.124563,0.46691,0
0.0153809,0.00952148,0
-4.34882E-06,0.24421,0
-0.999683,-0.631126,0
0.847222,0.847222,0
0,0,0
0.999964,0.999982,0
1.30556,2.22222,0
0,0,0
9.66667,9.33333,0
1.22222,4.88889,0
0.124563,0.124563,0
0.124563,0.124563,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.999683,-0.999683,0
0.78125,0.59375,0
0.5,0,0
2.14279,0.999986,0
1.4375,2.98438,0
0,0,0
9.75,9.25,0
0.4375,7.9375,0
0.163621,0.319464,0
0.163621,0.319464,0
0.0119629,0.0153809,0
0.163621,-4.34882E-06,0
-0.354422,-0.999846,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.625,1,0
0,0,0
0.999954,0,0
1.1875,1,0
0,0,0
6.5,2,0
0.75,0,0
0.24421,-4.34882E-06,0
0.24421,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.999976,0,0
0.46875,1,0
0.25,0,0
-2.19991,0,0
1.23438,1,0
0,0,0
6.5,2,0
0.5,0,0
0.390963,-4.34882E-06,0
0.390963,-4.34882E-06,0
0.00952148,0.0153809,0
0.24421,-4.34882E-06,0
-0.446167,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.575617,0.794753,0
0.916667,0.5,0
1.80646,0.999878,0
1.37886,1.02701,0
0,0,0
6.58333,2.22222,0
1.90972,0.561728,0
0.403233,0.20165,0
0.426265,0.20165,0
0.0108236,0.0129455,0
0.258455,0.147594,0
-0.743858,-2.4026,0
0.387755,0.64898,0
1.14286,1.25714,0
1.84332,1.24558,0
1.54204,1.46531,0
0,0,0
6.62857,2.68571,0
2.57633,3.18694,0
0.559211,0.351912,0
0.610812,0.351912,0
0.00841657,0.0106615,0
0.359301,0.274252,0
-0.712654,-2.15587,0
0.700178,0.860797,0
0.0731707,0.219512,0
1.06652,1.17518,0
1.36645,1.41761,0
0,0,0
6.46341,2.36585,0
1.41939,2.13444,0
0.249115,0.148577,0
0.269338,0.148577,0
0.0132616,0.0146373,0
0.113674,0.0497898,0
-0.765933,-0.943045,0
0.558793,0.818939,0
0.387097,0.0967742,0
0.567426,0.758425,0
1.44745,1.80125,0
0,0,0
6.12903,2.35484,0
1.40271,2.55151,0
0.422758,0.164817,0
0.481008,0.184234,0
0.010243,0.0126493,0
0.266871,0.13807,0
-0.312696,-1.03366,0
0.144557,0.252826,0
3.2439,0.292683,0
0.823856,0.905721,0
5.29268,4.36347,0
0,0,0
9.97561,9.85366,0
10.9482,13.2469,0
0.894318,0.614464,0
0.935496,0.679166,0
0.00801917,0.0089115,0
0.365877,0.262538,0
-0.594267,-0.975504,0
0.149744,0.244704,0
3.43243,1.13514,0
0.627692,0.715813,0
4.99269,3.85318,0
0,0,0
10.6757,10.1622,0
8.24397,10.1899,0
0.855057,0.660126,0
0.908171,0.754778,0
0.00677513,0.00807626,0
0.410078,0.337092,0
-0.60974,-0.345063,0
0.191322,0.22551,0
1.46154,0.794872,0
0.772651,1.01324,0
4.49638,4.86982,0
0,0,0
9.15385,9.71795,0
11.7331,13.741,0
0.799216,0.656045,0
0.814649,0.762234,0
0.0110868,0.00751186,0
0.254012,0.335639,0
-0.765335,-0.544178,0
0.135556,0.215556,0
5.1,1.2,0
-0.363634,0.892966,0
3.64,5.04889,0
0,0,0
9.76667,9.86667,0
9.04556,13.5822,0
0.893696,0.670151,0
0.9414,0.746764,0
0.00798503,0.00749892,0
0.394918,0.342101,0
-0.919313,-0.438254,0
0.904864,0.522171,0
0.163934,0.0655738,0
-0.550792,1.02974,0
1.12685,2.10186,0
0,0,0
11.8361,11.0492,0
0.530502,4.60414,0
0.098745,0.396928,0
0.10861,0.410519,0
0.0143815,0.0134661,0
0.0725255,0.105106,0
-2.09784,-0.735871,0
0.889053,0.447485,0
0.153846,1.86538,0
0.171275,-0.793085,0
1.09283,1.58987,0
0,0,0
11.8846,11.3269,0
0.217456,1.79697,0
0.0957837,0.401474,0
0.123301,0.497357,0
0.0142252,0.00739501,0
0.0707916,0.3899,0
-0.500443,-0.328543,0
0.861818,0.430744,0
0.181818,1.94545,0
1.70052,0.918623,0
1.1038,2.34083,0
0,0,0
11.8909,11.2909,0
0.169917,1.87901,0
0.135073,0.417294,0
0.146016,0.500872,0
0.0132321,0.00745731,0
0.135073,0.381442,0
-0.154566,-0.121603,0
0.901752,0.384085,0
0.0847458,1.64407,0
2.74536,0.330802,0
1.0971,1.91181,0
0,0,0
11.9153,11.339,0
0.145361,1.27492,0
0.101337,0.396672,0
0.111538,0.522967,0
0.0143485,0.00715765,0
0.0744853,0.363467,0
-0.364424,-0.0519102,0
0.955814,0.638682,0
0.011236,0.157303,0
3.04561,0.901361,0
1.02197,1.45575,0
0,0,0
11.9663,11.5281,0
0.0550436,1.37281,0
0.0534424,0.313392,0
0.0534424,0.329808,0
0.0150337,0.0133964,0
0.0267468,0.120407,0
-0.458992,-0.583807,0
0.81983,0.578704,0
0.0972222,0.875,0
-1.78248,0.903822,0
1.03993,1.72222,0
0,0,0
11.9028,11.4306,0
0.0877701,1.66184,0
0.138504,0.377312,0
0.167334,0.421055,0
0.012638,0.00962396,0
0.138504,0.305064,0
-0.026703,-0.397787,0
0.871804,0.604456,0
0.0675676,0.72973,0
1.69463,1.12097,0
1.0389,1.78177,0
0,0,0
11.9324,11.5405,0
0.0630022,1.16728,0
0.107393,0.357165,0
0.127137,0.405972,0
0.013412,0.0100622,0
0.107393,0.283174,0
-0.0223207,-0.331205,0
0.794088,0.567149,0
0.112676,1.25352,0
2.07556,-0.0608333,0
1.06546,1.7435,0
0,0,0
11.8873,11.3662,0
0.0999802,1.8659,0
0.152895,0.399782,0
0.185264,0.469257,0
0.0122565,0.00942346,0
0.152895,0.343609,0
-0.039909,-0.369184,0
0.378685,0.22449,0
0.52381,2.52381,0
-0.948436,0.55831,0
1.43991,3.37188,0
0,0,0
10.2381,9.85714,0
1.22902,7.07483,0
0.533505,0.686238,0
0.562171,0.783055,0
0.00928675,0.00730263,0
0.307952,0.432617,0
-0.880568,-0.353502,0
0.453287,0.231834,0
1.64706,3.11765,0
-1.57572,0.065443,0
1.45675,2.3218,0
0,0,0
10.1176,10.2941,0
0.692042,4.44291,0
0.436976,0.581815,0
0.485754,0.694507,0
0.00943363,0.00597342,0
0.294399,0.435471,0
-0.708504,-0.358907,0
0.502959,0.301775,0
0.153846,0.153846,0
0.690459,0.974297,0
1.74556,3.99408,0
0,0,0
9.69231,9.84615,0
2.21302,11.8225,0
0.453292,0.55205,0
0.453292,0.598358,0
0.0113128,0.0113128,0
0.186444,0.186444,0
-1.3235,-0.599675,0
0.272727,0.256198,0
0.545455,0.636364,0
1.37497,0.778886,0
1.72727,4.28926,0
0,0,0
10.1818,9.36364,0
1.60331,12.2314,0
0.559464,0.448853,0
0.66892,0.637583,0
0.00866598,0.00814945,0
0.329854,0.284663,0
-0.480491,-0.60269,0
0.34,1,0
0.3,0,0
1.47613,0,0
1.21,1,0
0,0,0
6.7,2,0
0.61,0,0
0.44716,-4.34882E-06,0
0.530086,-4.34882E-06,0
0.00881836,0.0153809,0
0.265286,-4.34882E-06,0
-0.140534,0,0
0.68,1,0
0.2,0,0
4000000000,0,0
1,1,0
0,0,0
6.2,2,0
0.16,0,0
0.217313,-4.34882E-06,0
0.217313,-4.34882E-06,0
0.0103809,0.0153809,0
0.217313,-4.34882E-06,0
179976,0,0
0.5,1,0
0.0714286,0,0
0.0666655,0,0
1.22959,1,0
0,0,0
6.64286,2,0
0.801021,0,0
0.360656,-4.34882E-06,0
0.360656,-4.34882E-06,0
0.0133082,0.0153809,0
0.111743,-4.34882E-06,0
-0.66138,0,0
0.44,1,0
0.2,0,0
3.49983,0,0
1.16,1,0
0,0,0
6.6,2,0
0.64,0,0
0.412684,-4.34882E-06,0
0.412684,-4.34882E-06,0
0.0103809,0.0153809,0
0.217313,-4.34882E-06,0
-0.655001,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
8,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
8,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
8,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.30798,0.19832,0
0.702703,1.26351,0
0.749694,0.275241,0
3.05163,2.25858,0
0,0,0
5.35135,7.65541,0
7.49817,4.11774,0
0.633897,0.827867,0
0.677961,0.955848,0
0.0100807,0.00742855,0
0.3034,0.428665,0
-0.577065,-0.400198,0
0.339989,0.212152,0
0.262712,1.0339,0
0.879619,0.506214,0
2.97134,2.32153,0
0,0,0
5.33051,7.62712,0
7.7128,4.28469,0
0.586186,0.821659,0
0.63619,0.925256,0
0.0115947,0.00768058,0
0.208925,0.411209,0
-0.712592,-0.415971,0
0.342057,0.25528,0
0.212121,0.742424,0
1.06859,0.686932,0
2.98778,2.45196,0
0,0,0
5.27273,7.65152,0
7.83471,5.07553,0
0.575469,0.756315,0
0.602085,0.826807,0
0.011966,0.0105868,0
0.189989,0.28641,0
-0.833803,-0.62928,0
0.274242,0.183555,0
1.09756,1.84553,0
0.930885,0.410461,0
3.00013,2.37907,0
0,0,0
5.4065,7.60163,0
6.89166,3.47544,0
0.662213,0.812757,0
0.719079,0.975314,0
0.00851077,0.00607547,0
0.378377,0.504371,0
-0.483858,-0.294157,0
0.314556,0.470062,0
0.142857,0.155844,0
0.809787,0.88216,0
1.47799,2.76354,0
0,0,0
5.46753,3.81818,0
1.78141,6.66824,0
0.583298,0.418694,0
0.625726,0.448435,0
0.0115543,0.0142108,0
0.178103,0.0714884,0
-0.57207,-0.887084,0
0.284122,0.408689,0
0.27451,1.09804,0
0.390774,0.749169,0
1.4506,2.8762,0
0,0,0
5.29412,3.88235,0
1.50173,6.5744,0
0.57965,0.524237,0
0.647825,0.580945,0
0.00915729,0.0100824,0
0.255223,0.302604,0
-0.534083,-0.472064,0
0.252709,0.441169,0
0.285714,1.01587,0
0.802691,0.681361,0
1.48274,2.7934,0
0,0,0
5.46032,3.71429,0
1.83573,6.01361,0
0.639817,0.487967,0
0.715383,0.533399,0
0.00900331,0.0109874,0
0.259816,0.255519,0
-0.582985,-0.511796,0
0.293103,0.410226,0
0.258621,1.63793,0
0.364024,0.500737,0
1.40666,2.79578,0
0,0,0
5.36207,3.7069,0
1.43787,5.41409,0
0.570414,0.476433,0
0.630277,0.537199,0
0.00938911,0.010058,0
0.248238,0.272258,0
-0.552911,-0.332221,0
0.220599,0.316655,0
0.459459,1.7973,0
1.14716,0.825682,0
1.82633,4.48868,0
0,0,0
7.40541,5.06757,0
2.80862,12.1171,0
0.698409,0.648865,0
0.801251,0.676741,0
0.00901787,0.00931462,0
0.311643,0.341137,0
-0.419654,-0.48487,0
0.201851,0.250267,0
0.490566,2.32075,0
0.686684,0.736092,0
1.72268,4.43183,0
0,0,0
7.4717,5.45283,0
2.47561,11.5308,0
0.699717,0.692761,0
0.784794,0.769481,0
0.00886164,0.00821639,0
0.319362,0.392112,0
-0.482289,-0.412096,0
0.266667,0.320556,0
0.116667,0.766667,0
0.545277,0.768089,0
1.76972,4.44972,0
0,0,0
7.65,5.8,0
3.1275,13.1933,0
0.651993,0.582766,0
0.651993,0.596583,0
0.0121604,0.0120302,0
0.156437,0.207311,0
-0.77486,-0.64141,0
0.199754,0.240382,0
0.491228,2.05263,0
-0.190471,0.452013,0
1.73684,4.55371,0
0,0,0
7.75439,6.01754,0
2.81687,12.5085,0
0.686336,0.707071,0
0.789932,0.755356,0
0.00860955,0.0079555,0
0.326343,0.401292,0
-0.771178,-0.39734,0
0.49169,0.49169,0
0.105263,0.421053,0
0.784076,0.892036,0
1.97507,4.90028,0
0,0,0
7.63158,5.26316,0
3.759,15.036,0
0.338332,0.338332,0
0.338332,0.338332,0
0.0145801,0.0145801,0
0.0528417,0.0528417,0
-0.843068,-0.843068,0
0.500459,0.500459,0
0.121212,0.484848,0
0.746139,0.873068,0
1.955,4.82002,0
0,0,0
7.51515,5.0303,0
3.64371,14.5748,0
0.337568,0.337568,0
0.337568,0.337568,0
0.0144626,0.0144626,0
0.0589659,0.0589659,0
-0.8212,-0.8212,0
0.520062,0.53858,0
0,0,0
0.999979,0.99999,0
1.87886,4.69136,0
0,0,0
7.38889,4.88889,0
3.51543,14.7654,0
0.32657,0.284044,0
0.32657,0.284044,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.999543,-0.999995,0
0.46514,0.483871,0
0.0645161,1.03226,0
1.15774,0.999989,0
1.8179,4.49636,0
0,0,0
7.29032,4.83871,0
3.17378,13.6191,0
0.411133,0.365595,0
0.411133,0.365595,0
0.0134948,0.0134948,0
0.103882,0.103882,0
-0.976912,-0.737311,0
0.975907,1,0
0.0121951,0,0
-98234.1,0,0
1,1,0
0,0,0
5.9878,2,0
0.0120464,1.42109E-14,0
0.0285944,-4.29705E-06,0
0.0285944,-4.29705E-06,0
0.0150044,0.0153809,0
0.0285944,-4.29705E-06,0
7534.7,0,0
0.9608,1,0
0.02,0,0
2.02011,0,0
1.0196,1,0
0,0,0
5.98,2,0
0.0196,0,0
0.0425692,-4.34882E-06,0
0.0425692,-4.34882E-06,0
0.0147684,0.0153809,0
0.0425692,-4.34882E-06,0
-0.206106,0,0
0.968262,1,0
0.016129,0,0
2.01606,0,0
1.01587,1,0
0,0,0
5.98387,2,0
0.0158689,0,0
0.0358488,-4.34882E-06,0
0.0358488,-4.34882E-06,0
0.014885,0.0153809,0
0.0358488,-4.34882E-06,0
-0.196986,0,0
0.962278,1,0
0.0192308,0,0
2.0193,0,0
1.01886,1,0
0,0,0
5.98077,2,0
0.0188609,0,0
0.0412623,-4.34882E-06,0
0.0412623,-4.34882E-06,0
0.0147915,0.0153809,0
0.0412623,-4.34882E-06,0
-0.204374,0,0
0.966396,1,0
0.017094,0,0
2.01709,0,0
1.0168,1,0
0,0,0
5.98291,2,0
0.0168018,0,0
0.0375591,-4.34882E-06,0
0.0375591,-4.34882E-06,0
0.0148558,0.0153809,0
0.0375591,-4.34882E-06,0
-0.199362,0,0
0.950033,1,0
0.025641,0,0
2.02608,0,0
1.02498,1,0
0,0,0
5.97436,2,0
0.0249836,0,0
0.0517796,-4.34882E-06,0
0.0517796,-4.34882E-06,0
0.0146001,0.0153809,0
0.0517796,-4.34882E-06,0
-0.217862,0,0
0.955579,1,0
0.0227273,0,0
2.02298,0,0
1.02221,1,0
0,0,0
5.97727,2,0
0.0222107,0,0
0.0470998,-4.34882E-06,0
0.0470998,-4.34882E-06,0
0.0146868,0.0153809,0
0.0470998,-4.34882E-06,0
-0.211976,0,0
0.930556,1,0
0.0357143,0,0
0.999869,0,0
1.02324,1,0
0,0,0
5.96429,2,0
0.0344388,0,0
0.0669057,-4.34882E-06,0
0.076774,-4.34882E-06,0
0.0143046,0.0153809,0
0.0669057,-4.34882E-06,0
-0.0357202,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.282817,0.285683,0
0.583333,0.65873,0
0.865925,0.253311,0
2.48002,1.72277,0
0,0,0
6.0754,7.65873,0
5.29193,2.11369,0
0.675292,0.658187,0
0.807987,0.831019,0
0.00889357,0.00789265,0
0.33355,0.366912,0
-0.364723,-0.261173,0
0.288958,0.300729,0
0.65,0.775,0
0.696058,0.124906,0
2.35722,1.6666,0
0,0,0
6.20833,7.61667,0
4.92326,1.86139,0
0.676946,0.643013,0
0.814149,0.824158,0
0.00831272,0.00776476,0
0.359865,0.387607,0
-0.323151,-0.209485,0
0.337043,0.37536,0
0.281633,0.367347,0
0.790896,0.711003,0
2.34694,1.60735,0
0,0,0
6.19184,7.64898,0
5.33871,2.18699,0
0.628264,0.596141,0
0.692181,0.711718,0
0.0109749,0.0103205,0
0.234087,0.266876,0
-0.585433,-0.450808,0
0.298901,0.312396,0
0.56962,0.64135,0
0.637091,0.866605,0
2.36036,1.60108,0
0,0,0
6.14768,7.68776,0
5.13853,1.96158,0
0.667523,0.63884,0
0.782877,0.804657,0
0.00849539,0.00823835,0
0.34231,0.35863,0
-0.410227,-0.309115,0
0.566975,0.568039,0
0.140562,0.277108,0
0.240538,0.870859,0
1.15864,2.46178,0
0,0,0
7.68273,6.65462,0
0.52183,5.63172,0
0.357954,0.344535,0
0.399596,0.364619,0
0.0116057,0.0132766,0
0.176307,0.119431,0
-0.313266,-0.752915,0
0.563024,0.548321,0
0.153191,0.497872,0
0.0830874,0.670686,0
1.15779,2.33099,0
0,0,0
7.68511,6.69362,0
0.496587,5.2423,0
0.354129,0.39068,0
0.398297,0.411073,0
0.011327,0.012208,0
0.185959,0.193471,0
-0.288781,-0.610441,0
0.574165,0.567023,0
0.139442,0.426295,0
0.363292,0.717514,0
1.1627,2.31169,0
0,0,0
7.7012,6.74502,0
0.512309,5.14614,0
0.357217,0.374907,0
0.398782,0.394,0
0.0116309,0.0126135,0
0.175424,0.170273,0
-0.293099,-0.638394,0
0.55645,0.564538,0
0.16318,0.451883,0
0.539615,0.749981,0
1.17269,2.3054,0
0,0,0
7.69456,6.75314,0
0.488297,5.08969,0
